"county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","white","black","turnout","pdensity"
"Boundary","ID",NA,NA,7,8332,18.5,6.69999981,5.5999999,1721,13.3000002,25288,5.80000019,29,39.2000008,95.4152679,0.0360057615,45.2952461,0.903089986991944
"Butte","ID",NA,NA,1,2918,-12,7.4000001,5.4000001,498,13.5,30411,16.2000008,28.7999992,40.0999985,96.9499664,0,51.5078812,0.301029995663981
"Camas","ID",NA,NA,1,727,-7.69999981,7.5999999,6.0999999,1600,15,26667,9.10000038,27.6000004,41.5999985,97.9367294,0.275103152,66.8500671,0.301029995663981
"Canyon","ID",1080,NA,163,90076,14.8999996,7.5999999,6.0999999,6163,12,26328,5.4000001,24,50.7999992,89.3079147,0.194280386,42.0189629,2.2148438480477
"Caribou","ID",NA,NA,4,6963,-18.2000008,6.5,5.19999981,1865,11.8000002,33708,7,17.3999996,41.7000008,98.0037308,0.100531377,46.4742203,0.698970004336019
"Cassia","ID",NA,NA,8,19532,3.79999995,7.19999981,5.19999981,5919,14,27245,9.60000038,17.7000008,53.2000008,90.0061417,0.0153594101,39.02314,0.954242509439325
"Clark","ID",NA,NA,0,762,0,8,4.19999981,2290,14.1000004,29583,14.8000002,22.5,46.0999985,90.2887115,0,55.5118103,0
"Clearwater","ID",NA,NA,4,8505,-16.6000004,9,6,2393,11.3999996,26832,4.19999981,38.4000015,30.8999996,97.1428604,0.117577896,43.8800697,0.698970004336019
"Custer","ID",NA,NA,1,4133,19.6000004,7.30000019,4.69999981,1970,15.6000004,30000,7.9000001,26.1000004,38.2999992,97.8466034,0.0483909994,52.3590622,0.301029995663981
"Elmore","ID",NA,NA,7,21205,-4.5999999,4.5999999,2.9000001,2500,15.8000002,25502,1.5,27,44.7999992,89.120491,3.66423011,32.4923363,0.903089986991944
"Franklin","ID",NA,NA,14,9232,6.5,7.19999981,6.69999981,2100,14.3000002,28717,11.6999998,12.8999996,52.2000008,98.0502625,0.0541594438,43.8691521,1.17609125905568
"Fremont","ID",NA,NA,6,10937,3.9000001,6.5999999,4.69999981,1958,11.1000004,26836,7.80000019,18.2000008,47.0999985,93.9288635,0.0822894797,45.295784,0.845098040014257
"Gem","ID",NA,NA,22,11844,4.9000001,10.3999996,7.5,2054,8.60000038,25055,8.60000038,28.1000004,42.9000015,95.5927048,0.109760217,48.3198242,1.36172783601759
"Gooding","ID",NA,NA,16,11633,1.29999995,9.30000019,8,1674,13.3000002,22885,12.1000004,27.5,39.0999985,93.5786133,0.0601736456,47.8294525,1.23044892137827
"Idaho","ID",NA,NA,2,13783,-3.9000001,8.69999981,6.9000001,1469,12.6999998,25302,10.5,29.2999992,40.2000008,97.0615997,0.0217659436,48.8572884,0.477121254719662
"Jefferson","ID",NA,NA,16,16543,14.3000002,5.69999981,4.0999999,2378,11.8000002,27313,11,13.6999998,48.7999992,94.4629135,0.0423139706,43.0151711,1.23044892137827
"Jerome","ID",NA,NA,26,15138,5.69999981,8.39999962,5.69999981,3047,11,24499,10.8000002,25.8999996,44.2000008,94.4906845,0.0594530329,44.3915977,1.43136376415899
"Kootenai","ID",NA,NA,62,69795,29.6000004,8,5.4000001,5209,16,30013,1.60000002,31.7999992,36,98.0886917,0.134680137,52.049572,1.79934054945358
"Latah","ID",NA,NA,30,30617,10.5,4.9000001,4.69999981,2826,35.7999992,30474,4,44.2999992,32.7999992,95.9858932,0.568311751,53.33638,1.49136169383427
"Lemhi","ID",NA,NA,2,6899,-5.0999999,10.8999996,6.5999999,1285,11.8000002,23077,8.10000038,26.1000004,40.2999992,98.173645,0.0289897081,55.3848381,0.477121254719662
"Lewis","ID",NA,NA,8,3516,-11.8999996,10.1999998,7.30000019,2012,13.1999998,24640,7.5,37.9000015,33.4000015,94.4823685,0.113765642,50.5688286,0.954242509439325
"Lincoln","ID",NA,NA,3,3308,-0.300000012,8.10000038,6.30000019,0,11.8999996,25128,21.3999996,30.2999992,38.5999985,97.6723099,0.0906892419,51.3603401,0.602059991327962
"Madison","ID",NA,NA,51,23674,23,3.20000005,2.5999999,3512,19.2000008,26726,3.9000001,9.5,59.0999985,96.0589676,0.18163386,32.7912483,1.7160033436348
"Minidoka","ID",NA,NA,27,19361,2.29999995,8,4.5,3719,9,25977,11.1999998,24.5,44.5,85.4294739,0.222095966,38.3089714,1.44715803134222
"Nez Perce","ID",NA,NA,41,33754,5.19999981,9,7.0999999,3809,15.6000004,30734,1.60000002,41.5999985,32,93.8585052,0.142205372,50.2873726,1.6232492903979
"Oneida","ID",NA,NA,3,3492,6.5,9.5,8.19999981,2109,12.8999996,28165,17.1000004,18.7999992,38.2000008,98.2531509,0.114547536,53.4364243,0.602059991327962
"Owyhee","ID",NA,NA,1,8392,3.29999995,7.0999999,5.69999981,2656,8.69999981,21054,14.3999996,22.2999992,47.7999992,82.6382294,0.26215443,36.6062927,0.301029995663981
"Payette","ID",NA,NA,43,16434,10.3999996,8.80000019,7.30000019,3573,9.80000019,23755,7.19999981,24.6000004,42.9000015,92.5520248,0.0851892382,41.0429611,1.64345267648619
"Power","ID",NA,NA,5,7086,9.89999962,5.80000019,4.4000001,4636,11.1000004,27607,3.0999999,28.1000004,45.4000015,86.8896408,0.0987863392,42.0124207,0.778151250383644
"Shoshone","ID",NA,NA,5,13931,-29,9.5,7.30000019,4654,9,25723,0.200000003,48.5999985,22,97.7675705,0.114851773,47.0030861,0.778151250383644
"Teton","ID",NA,NA,9,3439,33.4000015,6.9000001,4.19999981,902,17.3999996,25219,11.3000002,24.6000004,39.7000008,97.7028198,0.0581564419,55.7720261,1
"Twin Falls","ID",NA,NA,29,53580,5.80000019,8.39999962,6.9000001,4986,13.3000002,27895,8.19999981,28.1000004,44,95.5617752,0.121313922,43.8652496,1.47712125471966
"Valley","ID",NA,NA,2,6109,23.7999992,8.80000019,4,5552,19.3999996,27967,2.4000001,30.2999992,37.2999992,98.0193176,0.130954325,67.9816666,0.477121254719662
"Washington","ID",NA,NA,6,8550,-0.899999976,10.6000004,9.30000019,2414,10.3000002,21068,9.10000038,26.2000008,42.0999985,89.5906448,0.0818713456,50.0701752,0.845098040014257
"Adams","IL",NA,NA,77,66090,-7.4000001,9.30000019,8.30000019,3466,13.6999998,29104,5.5999999,37.2000008,42.7999992,96.712059,2.57527614,47.7818146,1.89209460269048
"Alexander","IL",NA,NA,45,10626,-13.8000002,9.60000038,8.5,5518,7.80000019,19399,4.0999999,58.7999992,29.7999992,66.3843384,32.9004326,41.0502548,1.66275783168157
"Bond","IL",NA,NA,40,14991,-7.0999999,9.10000038,8.30000019,2253,12.6999998,29427,11.1000004,45.4000015,36,96.5712738,2.86171699,50.3502083,1.61278385671974
"Boone","IL",6880,NA,116,30806,14.5,6.5999999,5.0999999,2945,12,38586,4.5999999,37.5,41,95.2541733,0.412257344,44.23489,2.06818586174616
"Brown","IL",NA,NA,19,5836,9.10000038,8.30000019,8.5,1612,9.80000019,25180,13.6000004,42.5999985,38.2999992,90.1987686,9.37285805,46.0760803,1.30102999566398
"Bureau","IL",NA,NA,41,35688,-9,9.69999981,8.5,1279,12.5,31711,10.3000002,42.2000008,38.2000008,98.5121078,0.140103117,50.1765289,1.6232492903979
"Calhoun","IL",NA,NA,20,5322,-12,10.1999998,9.69999981,763,7,26208,19.6000004,54.2000008,26.6000004,99.5490417,0.0187899284,52.6681709,1.32221929473392
"Carroll","IL",NA,NA,37,16805,-11.5,10.1999998,8.39999962,1626,10.6000004,30798,13,37.2000008,42.9000015,98.2981262,0.660517693,45.6947327,1.57978359661681
"Cass","IL",NA,NA,35,13437,-11.6999998,9.19999981,8,1179,10.6000004,27785,8.60000038,49.5999985,33.5,99.6055679,0.119074196,47.9794579,1.55630250076729
"Champaign","IL",1400,NA,176,173025,4,5,3.79999995,6599,34.0999985,35630,1.79999995,46,35.5999985,84.6733093,9.57029343,43.977459,2.24797326636181
"Christian","IL",NA,NA,48,34418,-6,9.39999962,8.5,1145,9.30000019,30558,5.9000001,51.4000015,28.8999996,99.2968826,0.238247424,51.1069794,1.69019608002851
"Clark","IL",NA,NA,32,15921,-6.5,10.3000002,9.10000038,1729,9.19999981,28469,14.3000002,41.7999992,39.7999992,99.5037994,0.062810123,50.1161995,1.51851393987789
"Clay","IL",NA,NA,31,14460,-6.0999999,10,9.39999962,1788,7.5999999,24187,13.8000002,44.5,37.0999985,99.6058121,0.0276625175,46.0027657,1.50514997831991
"Clinton","IL",7040,NA,72,33944,5,7.5,6.19999981,1777,9.19999981,34440,8.19999981,42.2999992,36.5,96.2997894,3.00789547,46.6120682,1.86332286012046
"Coles","IL",NA,NA,102,51644,-0.899999976,7.4000001,6.4000001,2113,18.7000008,32491,3.70000005,42.2000008,36.2999992,97.1594009,1.79110837,43.180233,2.01283722470517
"Cook","IL",1602,1600,5434,5105067,-2.20000005,7.30000019,5.0999999,8475,22.7999992,39296,0,58.2000008,28.2000008,62.7797241,25.8007774,42.0494957,3.73519954842231
"Crawford","IL",NA,NA,44,19464,-6.30000019,9.69999981,8.60000038,1445,9.5,29274,9.30000019,41,37.2999992,99.1574173,0.32367447,49.6865997,1.65321251377534
"Cumberland","IL",NA,NA,31,10670,-2.20000005,8.80000019,6.80000019,1578,8.19999981,28425,15.8999996,40.5999985,35.7999992,99.5970001,0.0468603559,48.7535133,1.50514997831991
"DeKalb","IL",1602,1600,126,77932,7.0999999,5.5999999,4.5999999,4335,26.1000004,39006,3.5999999,40.0999985,37,93.6303482,2.65487862,43.9254723,2.10380372095596
"De Witt","IL",NA,NA,42,16516,-8.19999981,9.19999981,7.5,4605,11.8000002,32235,9,38.7999992,40.7999992,99.2189407,0.151368365,46.9786873,1.63346845557959
"Douglas","IL",NA,NA,47,19464,-1.60000002,8.60000038,6.5999999,1292,11.3999996,32269,8.89999962,40.4000015,40,99.0546646,0.082203038,42.5195236,1.68124123737559
"DuPage","IL",1602,1600,2441,781666,23.8999996,5.19999981,3.5,3764,36,54920,0,30.8999996,48.0999985,91.459137,1.97808266,47.4610634,3.38774565960886
"Edgar","IL",NA,NA,31,19595,-11.1999998,10.1999998,8.80000019,2897,11,26595,11,41.0999985,38.7999992,99.3569794,0.347027302,49.8902779,1.50514997831991
"Edwards","IL",NA,NA,33,7440,-7.80000019,10.6000004,9.30000019,679,8.39999962,27577,13.3999996,36.5999985,45.0999985,99.4758072,0.0806451589,47.7419357,1.53147891704226
"Effingham","IL",NA,NA,67,31704,3.70000005,7.5,6.4000001,3421,13,33336,9.80000019,34.9000015,42.2000008,99.4290924,0.0378501117,47.2527122,1.83250891270624
"Fayette","IL",NA,NA,29,20893,-6.4000001,9.39999962,8.5,1157,8.5,26805,13.1000004,47.7999992,34.7000008,96.4342117,2.8669889,48.4277039,1.47712125471966
"Ford","IL",NA,NA,29,14275,-8.89999962,9.80000019,9.30000019,2199,12.1000004,31652,10.3000002,33.5999985,47,99.173378,0.30122593,45.4010506,1.47712125471966
"Franklin","IL",NA,NA,97,40319,-7.5999999,11.1000004,9.10000038,688,8.19999981,24545,3.9000001,59.2999992,25.6000004,99.3774643,0.0892879292,53.2776108,1.99122607569249
"Fulton","IL",NA,NA,44,38080,-12.8999996,10,8.89999962,2856,9.5,26508,7.80000019,54.9000015,28.6000004,97.4711151,1.75420165,46.4837189,1.65321251377534
"Gallatin","IL",NA,NA,21,6909,-10.3999996,10.1999998,9.39999962,884,7.4000001,23546,5.0999999,60.0999985,25.1000004,99.0302505,0.607902765,57.0849609,1.34242268082221
"Greene","IL",NA,NA,28,15317,-8.89999962,10,8.89999962,2190,9,26596,12,45,34,99.43853,0.0914017111,45.9097748,1.46239799789896
"Grundy","IL",1602,1600,81,32337,10.6999998,7.19999981,5.69999981,2873,12.5,41553,5.4000001,37.5999985,39,98.5372772,0.0649410859,50.29842,1.91381385238372
"Hamilton","IL",NA,NA,19,8499,-8.5,11.5,10.1999998,1282,7.5999999,24090,15.3000002,51.9000015,30.6000004,99.5646515,0.0352982692,58.5245323,1.30102999566398
"Hancock","IL",NA,NA,27,21373,-10.3000002,10,8.69999981,1534,14.3999996,28762,15,41.7999992,36.9000015,99.5274429,0.121648811,47.1108398,1.44715803134222
"Hardin","IL",NA,NA,29,5189,-3.5999999,10.1999998,7.4000001,858,7,20294,4.9000001,52.5,31,97.5525131,1.6380806,61.1485825,1.47712125471966
"Henderson","IL",NA,NA,22,8096,-8.80000019,9.60000038,6.69999981,815,9.5,26699,16.7000008,49.7000008,32.4000015,99.2712479,0.0988142267,50,1.36172783601759
"Henry","IL",1960,NA,62,51159,-11.8000002,8.80000019,7.5999999,2296,11.8000002,31153,9.19999981,45.5,36.9000015,97.6739197,1.28423154,47.6377563,1.79934054945358
"Iroquois","IL",NA,NA,28,30787,-5.5999999,10,8.30000019,1486,10.1000004,30516,13.6000004,30.6000004,47.7999992,97.9439392,0.532692373,47.1952438,1.46239799789896
"Jackson","IL",NA,NA,104,61067,-1.10000002,5.80000019,5,7333,29.5,27307,2.79999995,54.7000008,28.2000008,85.1376343,10.3853149,40.0117912,2.02118929906994
"Jasper","IL",NA,NA,21,10609,-7.0999999,9.30000019,8.30000019,1587,8.10000038,26590,26.2999992,41.7000008,36.4000015,99.6700897,0.00942595955,51.6542549,1.34242268082221
"Jefferson","IL",NA,NA,65,37020,1.29999995,9.10000038,7.4000001,5618,11.3000002,28750,6.5,49.2000008,31.2000008,94.1545105,5.19719076,47.5337639,1.81954393554187
"Jersey","IL",7040,NA,57,20539,2.20000005,7.80000019,6,2927,9.30000019,32411,7.69999981,47.0999985,29.1000004,99.0603256,0.467403471,49.1406593,1.76342799356294
"Jo Daviess","IL",NA,NA,36,21821,-7,9.69999981,7,2101,12.1000004,31898,12.3000002,38.7000008,40.5999985,99.5921326,0.06415838,47.9079781,1.56820172406699
"Johnson","IL",NA,NA,34,11347,21,8.69999981,6.80000019,175,9.10000038,25724,5.0999999,42.5999985,39.4000015,90.1559906,9.21829605,47.5103569,1.54406804435028
"Kane","IL",1602,1600,641,317471,19.7999992,5.30000019,4,5216,21.3999996,45457,0.699999988,34.7999992,43.5,84.9447632,5.98668861,40.2991142,2.80753502806885
"Kankakee","IL",1602,3740,146,96255,-3.9000001,7.9000001,5.80000019,6866,11.8999996,33560,3.29999995,43,38.5,83.3141098,14.9592228,41.6300468,2.16731733474818
"Kendall","IL",1602,1600,129,39413,10.8999996,5.30000019,3.4000001,3065,17.7999992,46687,3.9000001,29.5,46.2999992,96.4630966,0.532819092,46.7003288,2.11394335230684
"Knox","IL",NA,NA,78,56393,-8.80000019,9.19999981,7.9000001,4089,12.6999998,30296,4.30000019,49.5,32.9000015,92.9423828,5.07155132,44.8566322,1.89762709129044
"Lake","IL",1602,1600,1208,516418,22.8999996,5.0999999,3.29999995,4297,32,52308,0.100000001,36.5,44.2000008,87.2676773,6.73311138,43.3731995,3.08242630086077
"La Salle","IL",NA,NA,95,106913,-3.70000005,9.39999962,7.80000019,2781,10.5,33226,4.5,46.5999985,32.2000008,97.0929642,1.07844698,46.7024574,1.98227123303957
"Lawrence","IL",NA,NA,42,15972,-11.6000004,10.1000004,10.8000002,1470,6.30000019,23609,7.19999981,43.7000008,35.7999992,98.66642,0.94540447,46.8820419,1.63346845557959
"Lee","IL",NA,NA,48,34392,-4.5,8,6.69999981,2076,11.8000002,32464,8.60000038,35.9000015,43.0999985,94.5859528,3.55315185,44.8272858,1.69019608002851
"Livingston","IL",NA,NA,38,39301,-4.0999999,8.10000038,7.69999981,2686,9.39999962,34927,10.1999998,35.0999985,46.7999992,93.0027237,5.38154268,43.5052528,1.5910646070265
"Logan","IL",NA,NA,50,30798,-3.5999999,8.30000019,7.69999981,3183,12.5,33361,6.30000019,36.4000015,46.2999992,94.8860321,4.19183064,46.0906563,1.70757017609794
"McDonough","IL",NA,NA,59,35244,-7,7.0999999,6.5999999,3877,23.2000008,29499,5.5,41.7999992,38,93.61026,3.55805254,39.5017586,1.77815125038364
"McHenry","IL",1602,1600,331,183241,35.2999992,5.4000001,4,2645,21,47911,1.39999998,28.1000004,46.7999992,97.6282578,0.169176117,48.1846313,2.52113808370404
"McLean","IL",1040,NA,113,129180,12,5.69999981,4.80000019,4560,29,39761,3.0999999,38.9000015,43.4000015,93.7118759,4.3063941,45.8933258,2.05690485133647
"Macon","IL",2040,NA,203,117206,-10.3999996,8.19999981,6.30000019,5198,14.8000002,34861,1.5,49.4000015,33.5999985,87.1943436,12.0599632,47.4207802,2.3096301674259
"Macoupin","IL",NA,NA,55,47679,-3.29999995,9.5,8.5,1269,9.19999981,29693,7.5999999,50.9000015,27.5,98.7373886,0.794899225,49.6256218,1.7481880270062
"Madison","IL",7040,NA,349,249238,2.29999995,7.9000001,6,4238,14.3999996,35688,1.29999995,51.2999992,28.2000008,92.3683395,6.47413301,45.7775307,2.54406804435028
"Marion","IL",NA,NA,73,41561,-4.5999999,9,8,4091,9.60000038,28233,5,51.2000008,30.5,95.394722,3.65486884,45.4344215,1.86923171973098
"Marshall","IL",NA,NA,33,12846,-11.5,10.5,9,1018,10.3000002,31862,9.39999962,43.4000015,38.2999992,99.2682571,0.132336915,50.5682716,1.53147891704226
"Mason","IL",NA,NA,31,16269,-15.5,9.60000038,7.9000001,1278,8.80000019,27488,8.39999962,51.5,32.0999985,99.4529495,0.0491732731,47.341568,1.50514997831991
"Massac","IL",NA,NA,62,14752,-0.699999988,10.3000002,9,3451,8,26615,5.5999999,47.4000015,39,93.5737534,5.89750528,47.8308029,1.79934054945358
"Menard","IL",7880,NA,36,11164,-2.9000001,7.69999981,7.4000001,605,13.8000002,34375,11,35.9000015,45,99.4356842,0.0806162655,56.4224281,1.56820172406699
"Mercer","IL",NA,NA,31,17290,-10.1000004,8.80000019,7.4000001,1004,11.3000002,31451,12.6000004,46.7000008,34.9000015,99.2192001,0.1735107,49.3927116,1.50514997831991
"Monroe","IL",7040,NA,60,22422,16.7000008,7.19999981,6.19999981,2155,13.6999998,39482,9.5,39,38.2999992,99.2864151,0.0579787716,55.9361343,1.78532983501077
"Montgomery","IL",NA,NA,43,30728,-3.70000005,9.60000038,8.69999981,1418,8.10000038,28725,8.80000019,50,29.7000008,97.4876328,1.81918776,48.2849503,1.64345267648619
"Morgan","IL",NA,NA,64,36397,-3.29999995,8.30000019,7.5,5776,16,32500,5.4000001,39,40.2999992,94.9556274,4.14869356,44.7756691,1.81291335664286
"Moultrie","IL",NA,NA,42,13930,-3.70000005,9.10000038,10.1000004,782,9.5,31685,9.69999981,47.2999992,31.8999996,99.6697769,0.0574300066,46.4106255,1.63346845557959
"Ogle","IL",6880,NA,63,45957,2.5,7.69999981,6.4000001,2067,12.1000004,35593,7.5,32.4000015,44.7999992,97.6891479,0.143612504,43.7561188,1.80617997398389
"Peoria","IL",6120,NA,296,182827,-8.39999962,7.9000001,6.30000019,6780,19.5,35401,1.20000005,46.7999992,37.7999992,84.3956299,13.615057,44.4835815,2.47275644931721
"Perry","IL",NA,NA,48,21412,-1.79999995,9.10000038,7.9000001,1947,7.30000019,28267,6.4000001,54.2000008,28,97.6134872,1.86344111,51.774704,1.69019608002851
"Piatt","IL",NA,NA,36,15548,-5,8.60000038,6.80000019,2338,15.8999996,35902,6.0999999,41.7000008,36.4000015,99.7427292,0.0514535643,54.3285294,1.56820172406699
"Pike","IL",NA,NA,21,17577,-8.10000038,10.6000004,10,1217,8.10000038,24859,15.5,44.4000015,37,99.5562363,0.0455140248,51.4137802,1.34242268082221
"Pope","IL",NA,NA,12,4373,-2.4000001,10.1000004,8.30000019,1676,6.30000019,23438,7.4000001,44.0999985,39.4000015,93.1168518,6.08278084,55.1337738,1.11394335230684
"Pulaski","IL",NA,NA,37,7523,-16.6000004,9.89999962,8.89999962,474,6.0999999,21957,7.4000001,56,32.9000015,66.8882065,32.7794762,47.1753273,1.57978359661681
"Putnam","IL",NA,NA,36,5730,-5.69999981,9,6.4000001,484,9.80000019,33579,5.69999981,47.5999985,29.2999992,98.0104675,0.157068059,57.7312393,1.56820172406699
"Randolph","IL",NA,NA,60,34583,-3.4000001,7.9000001,7.4000001,1572,8.30000019,31231,6.80000019,51.5,29.6000004,91.1777496,8.24682617,47.8992577,1.78532983501077
"Richland","IL",NA,NA,46,16545,-5.9000001,8.89999962,8.60000038,2640,11.8999996,27512,11.1999998,40.7999992,37.9000015,99.3774567,0.102750078,48.7216682,1.67209785793572
"Rock Island","IL",1960,NA,351,148723,-10.1000004,8.5,6.5,4764,15,33045,1.29999995,51.9000015,32.2000008,89.7157822,7.05203629,48.4383736,2.54654266347813
"St. Clair","IL",7040,NA,396,262852,-1.60000002,7.19999981,5.5,5487,14.6999998,31939,1.10000002,53.5999985,29.7000008,71.4721603,27.1160202,40.9131355,2.59879050676312
"Saline","IL",NA,NA,69,26551,-7.30000019,10.5,9.89999962,2320,9.39999962,25066,2.5999999,54.7999992,27.7000008,95.8607941,3.50645924,49.9190254,1.84509804001426
"Sangamon","IL",7880,NA,209,178386,3,7.5,6.30000019,6684,22.3999996,37562,1.5,41.4000015,40.9000015,90.8215866,8.05220127,54.2979813,2.32221929473392
"Schuyler","IL",NA,NA,17,7498,-10.5,10.1000004,9.19999981,1255,10.6999998,25605,20.1000004,41.2999992,37.7999992,99.7465973,0.0266737789,53.2808762,1.25527250510331
"Scott","IL",NA,NA,22,5644,-8.60000038,8.89999962,8.89999962,843,9.19999981,28431,13.3000002,38,40.7000008,99.8228226,0.0177179314,49.3090019,1.36172783601759
"Shelby","IL",NA,NA,29,22261,-6.9000001,9.80000019,8.10000038,1081,9.80000019,29736,13.1999998,45.5999985,32.5,99.6810532,0.062890254,50.1999016,1.47712125471966
"Stark","IL",NA,NA,22,6534,-13.8999996,10.1999998,9.19999981,333,10.8000002,30082,17.7999992,39.9000015,41.2999992,99.4184265,0.122436486,51.2855835,1.36172783601759
"Stephenson","IL",NA,NA,86,48052,-2.29999995,8.80000019,7.0999999,3924,13.6000004,34057,7.69999981,36.5,41.5999985,92.6579514,6.41180372,45.0678444,1.93951925261862
"Tazewell","IL",6120,NA,194,123692,-4.80000019,7.4000001,5.80000019,2553,13.6000004,36951,1.89999998,44.0999985,39.0999985,99.1486893,0.150373504,48.5027313,2.29003461136252
"Union","IL",NA,NA,43,17619,0.100000001,9.89999962,9,1461,10.8999996,24875,8.30000019,51.5,33.0999985,98.263237,0.692434311,51.5523033,1.64345267648619
"Vermilion","IL",NA,NA,97,88257,-8,9.10000038,6.80000019,5062,11.1000004,30392,3.0999999,47.7999992,30.3999996,89.4614563,8.88428116,43.5784149,1.99122607569249
"Wabash","IL",NA,NA,58,13111,-5.0999999,8.89999962,7.30000019,2440,12.6000004,31215,7.69999981,39,39.7999992,98.8101578,0.305087328,47.5936241,1.77085201164214
"Warren","IL",NA,NA,35,19181,-12.8999996,9.10000038,8.19999981,3185,14.5,27271,11,43.2999992,39.4000015,97.1273651,1.85600328,44.0331573,1.55630250076729
"Washington","IL",NA,NA,26,14965,-4.5999999,9.80000019,8.80000019,1449,8.69999981,31535,15.6000004,39.5,39.7000008,99.271637,0.307383895,50.4844627,1.43136376415899
"Wayne","IL",NA,NA,24,17241,-6.0999999,10.1999998,9.30000019,1476,8.69999981,25463,16.7999992,37.5999985,42.9000015,99.4199905,0.0522011481,51.4587326,1.39794000867204
"White","IL",NA,NA,32,16522,-10.1000004,10.6999998,9.89999962,1445,9.5,26490,7.19999981,48.9000015,34.7000008,99.2434311,0.24815397,53.3288956,1.51851393987789
"Whiteside","IL",NA,NA,88,60186,-8.19999981,8.39999962,6.5,3329,9.89999962,32231,5.0999999,45.4000015,37.4000015,94.9307175,0.692852139,45.1151428,1.94939000664491
"Will","IL",1602,1600,448,357313,15.6999998,5.0999999,3.5,4554,18,45510,0.800000012,39.2000008,38.2999992,84.9171448,10.7359657,42.5741577,2.65224634100332
